GROUP,SLACK,REQUIREMENT,STARTPOINT_PIN,ENDPOINT_PIN,DATAPATH_DELAY,LOGIC_LEVELS
"clk150","0.043","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_82/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][75]/D","6.548","12"
"clk150","0.044","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_BWE_B[3]","6.280","7"
"clk150","0.049","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_ra_reg[7]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_63/CAS_IN_ADDR_A[7]","6.117","7"
"clk150","0.056","6.667","cfo/final_responses/memory/xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_cc.fifo_wr_rst_cc_reg[2]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_EN_A","6.172","12"
"clk150","0.059","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_8/CLK","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][39]/D","6.536","13"
"clk150","0.060","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_wa_reg[13]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_7/CAS_IN_ADDR_B[13]","6.233","7"
"clk150","0.064","6.667","cfo/issued_reg[0]_replica/C","cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_137/CAS_IN_ADDR_A[0]","6.105","7"
"clk150","0.064","6.667","cfo/ram_write_data_reg[12]/C","cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_55/CAS_IN_DIN_B[12]","6.248","7"
"clk150","0.066","6.667","cfo/ram_write_data_reg[111]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_DIN_B[39]","6.355","7"
"clk150","0.068","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_BWE_B[7]","6.153","7"
"clk150","0.070","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_wa_reg[17]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_31/CAS_IN_ADDR_B[17]","6.204","7"
"clk150","0.070","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_wa_reg[10]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_39/CAS_IN_ADDR_B[10]","6.270","7"
"clk150","0.072","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_82/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][88]/D","6.519","12"
"clk150","0.073","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_wa_reg[9]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_39/CAS_IN_ADDR_B[9]","6.275","7"
"clk150","0.074","6.667","cfo/final_responses/memory/xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_cc.fifo_wr_rst_cc_reg[2]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_EN_A","6.154","12"
"clk150","0.077","6.667","cfo/issued_reg[12]_replica/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_ADDR_A[12]","6.088","7"
"clk150","0.078","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_8/CLK","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][56]/D","6.517","13"
"clk150","0.078","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_wa_reg[12]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_39/CAS_IN_ADDR_B[12]","6.227","7"
"clk150","0.081","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_BWE_B[5]","6.271","7"
"clk150","0.081","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][111]/D","6.510","12"
"clk150","0.082","6.667","cfo/issued_reg[6]_replica/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_129/CAS_IN_ADDR_A[6]","6.102","7"
"clk150","0.083","6.667","cfo/issued_reg[11]_replica/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_ADDR_A[11]","6.128","7"
"clk150","0.083","6.667","cfo/ram_write_data_reg[112]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_DIN_B[40]","6.288","7"
"clk150","0.086","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_BWE_B[6]","6.231","7"
"clk150","0.087","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][121]/D","6.504","12"
"clk150","0.087","6.667","cfo/final_responses/memory/xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_cc.fifo_wr_rst_cc_reg[2]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_EN_A","6.141","12"
"clk150","0.088","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/rv_reg[0]/C","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_31/CAS_IN_EN_A","6.149","7"
"clk150","0.088","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_8/CLK","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][15]/D","6.506","13"
"clk150","0.088","6.667","cfo/final_responses/memory/xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_cc.fifo_wr_rst_cc_reg[2]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_EN_A","6.140","12"
"clk150","0.089","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_BWE_B[0]","6.266","7"
"clk150","0.091","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[2]/C","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_7/CAS_IN_ADDR_A[2]","6.057","7"
"clk150","0.093","6.667","cfo/ram_write_data_reg[96]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_DIN_B[24]","6.264","7"
"clk150","0.093","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][95]/D","6.498","12"
"clk150","0.095","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_BWE_B[8]","6.153","7"
"clk150","0.097","6.667","cfo/issued_reg[12]_replica/C","cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_137/CAS_IN_ADDR_A[12]","6.068","7"
"clk150","0.098","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_wa_reg[18]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_15/CAS_IN_ADDR_B[18]","6.203","7"
"clk150","0.101","6.667","cfo/issued_reg[10]_replica/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_ADDR_A[10]","6.128","7"
"clk150","0.101","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_ra_reg[12]_replica_1/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_ADDR_A[12]","6.059","7"
"clk150","0.102","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_EN_B","6.275","7"
"clk150","0.102","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][73]/D","6.489","12"
"clk150","0.103","6.667","cfo/ram_write_data_reg[59]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_DIN_B[59]","6.244","7"
"clk150","0.105","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_wa_reg[0]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_15/CAS_IN_ADDR_B[0]","6.244","7"
"clk150","0.107","6.667","cfo/ram_write_data_reg[67]/C","cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_55/CAS_IN_DIN_B[67]","6.248","7"
"clk150","0.107","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_8/CLK","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][28]/D","6.487","13"
"clk150","0.109","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][119]/D","6.482","12"
"clk150","0.109","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_82/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][113]/D","6.482","12"
"clk150","0.110","6.667","cfo/ram_write_data_reg[120]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_DIN_B[48]","6.256","7"
"clk150","0.110","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_wdata_reg[61]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_39/CAS_IN_DIN_B[61]","6.225","7"
"clk150","0.110","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][110]/D","6.481","12"
"clk150","0.113","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_wa_reg[1]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_ADDR_B[1]","6.222","7"
"clk150","0.113","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_BWE_B[1]","6.247","7"
"clk150","0.113","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_wa_reg[0]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_7/CAS_IN_ADDR_B[0]","6.236","7"
"clk150","0.114","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_ra_reg[14]_replica_1/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_ADDR_A[14]","6.042","7"
"clk150","0.115","6.667","cfo/ram_write_data_reg[52]/C","cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_55/CAS_IN_DIN_B[52]","6.236","7"
"clk150","0.115","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_82/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][109]/D","6.476","12"
"clk150","0.115","6.667","cfo/ram_write_data_reg[74]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_DIN_B[2]","6.275","7"
"clk150","0.117","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_8/CLK","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][14]/D","6.477","13"
"clk150","0.117","6.667","cfo/ram_write_data_reg[100]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_DIN_B[28]","6.197","7"
"clk150","0.119","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][85]/D","6.472","12"
"clk150","0.119","6.667","sfo/two_pass_transport/reset_150/reset_active_reg_replica_11/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_ra_reg[17]_replica_3/R","6.426","0"
"clk150","0.122","6.667","cfo/ram_write_data_reg[89]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_DIN_B[17]","6.195","7"
"clk150","0.122","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_wa_reg[14]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_129/CAS_IN_ADDR_B[14]","6.160","7"
"clk150","0.122","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][84]/D","6.469","12"
"clk150","0.123","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][101]/D","6.468","12"
"clk150","0.124","6.667","cfo/ram_write_address_reg[9]/C","cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_79/CAS_IN_ADDR_B[9]","6.235","7"
"clk150","0.125","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_ra_reg[8]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_ADDR_A[8]","6.110","7"
"clk150","0.125","6.667","cfo/ram_write_data_reg[78]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_DIN_B[6]","6.271","7"
"clk150","0.126","6.667","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][86]/D","6.465","12"
"clk150","0.126","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_wa_reg[5]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_23/CAS_IN_ADDR_B[5]","6.212","7"
"clk150","0.128","6.667","cfo/ram_write_data_reg[77]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_145/CAS_IN_DIN_B[5]","6.206","7"
"clk150","0.128","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_8/CLK","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][57]/D","6.467","13"
"clk150","0.129","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_wa_reg[2]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_7/CAS_IN_ADDR_B[2]","6.221","7"
"clk150","0.130","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_ra_reg[6]_replica_1/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_105/CAS_IN_ADDR_A[6]","6.050","7"
"clk150","0.131","6.667","cfo/ram_write_data_reg[120]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_DIN_B[48]","6.225","7"
"clk150","0.132","6.667","cfo/issued_reg[6]_replica/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_137/CAS_IN_ADDR_A[6]","6.052","7"
"clk150","0.132","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_wa_reg[15]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_ADDR_B[15]","6.147","7"
"clk150","0.132","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_we_reg_replica/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_113/CAS_IN_BWE_B[7]","6.091","7"
"clk150","0.133","6.667","sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wa_reg[17]/C","sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_95/CAS_IN_ADDR_B[17]","6.152","7"
"clk150","0.133","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_ra_reg[8]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_63/CAS_IN_ADDR_A[8]","6.102","7"
"clk150","0.134","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/ram_wa_reg[9]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_ADDR_B[9]","6.214","7"
"clk150","0.134","6.667","sfo/two_pass_transport/intermediate[1].intermediate_bank/ram_wa_reg[14]/C","sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_97/CAS_IN_ADDR_B[14]","6.148","7"
"clk150","0.135","6.667","cfo/ram_write_data_reg[81]/C","cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_137/CAS_IN_DIN_B[9]","6.255","7"
"clk150","0.135","6.667","cfo/ram_write_address_reg[17]/C","cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_ADDR_B[17]","6.148","7"
